comment,title,topic,true_label,pred_label,prob_toxic
"Fans anh 23 năm rồi, tôi thấy chẳng có bài nào mà không hay, không đi vào lòng người, Nhạc trẻ, dân ca, rồi Bolero thể loại nào anh cũng cân tất",Đan Trường: 'Tình khúc vàng chinh phục fan gần 20 năm',GiaiTri,0,1,0.888756344691566
"Thật sự thì các doanh nghiệp, nhà máy của Mỹ cũng phải chờ coi kết quả cuộc bầu cử, ai là người lãnh đạo nước Mỹ rồi họ mới tính thôi,,,,,,",Chỉ vài ngành sản xuất của Mỹ định rời Trung Quốc,KinhDoanh,0,1,0.5021614123203059
"Đầu mùa năm nay không thấy Si82 của chúng ta hát bài Hứa thật nhiều, thất hứa thật nhiều nhỉ.",Messi và Fati giúp Barca đại thắng trận ra quân La Liga,TheThao,1,0,0.3227687745328862
"Sợ, ra đường có chuyện gì một điều nhịn là chín điều nhục... nhưng mà lành lặn về nhà với vợ con",Bị chém chết sau một km tháo chạy,PhapLuat,0,1,0.5167213616221773
Thất bại rồi,Hiềm khích giữa Trump và người cầm trịch tranh luận,TheGioi,1,0,0.04913271270800187
Một đất nước còn nhiều hủ tục lạc hậu kinh khủng.Phụ nữ nên phải học lớp tự vệ bắt buộc để tránh điều đáng tiếc xảy ra.Thật đáng thương cho những người phụ nữ.,Cô gái Ấn Độ chết sau khi bị cưỡng hiếp tập thể,TheGioi,0,1,0.6232308682343781
"Nói thật lòng tôi đầu 8x là fan của anh từ những năm 94 nhưng khi nghe anh hát dòng nhạc này cảm giác nó ko thật sự phù hợp vì muốn hát bolero thì hơi phải dài, mới đủ sức luyến láy, chứ hát bolero mà hát ngắt khoảng ko luyến láy thì coi như nhạc bolero đã mất đi phần nào bản sắc của dòng nhạc",Đan Trường ra album Bolero,GiaiTri,1,0,0.4941675557884664
Phải chăng chế tài xử phạt còn quá nhẹ. Haiz nhiều bạn trẻ bây giờ ngông quá.,102 người dương tính ma túy trong quán bar,PhapLuat,1,0,0.0826715275532349
Tôi chưa từng 1 lần thích ông này,Đan Trường ra album Bolero,GiaiTri,1,0,0.11038908833392284
"Tinh thần thể thao thì có, mà ý thức tham gia giao thông an toàn thì không có. Các anh nghĩ gì nếu lỡ ma men đang lái xe hơi, hoặc một anh tài xế mệt mỏi và buồn ngủ đang lái xe vào giờ này?",Cả trăm người đạp xe thể dục bịt kín đường,OtoXemay,1,0,0.0
Tội xúi giục con nít trộm cắp phải phạt thật nặng,Bé trai lấy túi tiền của bà bán tạp hóa,PhapLuat,0,1,1.0
"@trung kien: bạn không quan tâm kệ bạn, chỉ cần biết cuộc thi này có uy tín quốc tế nhiều nước tham gia, thay vì động viên các em bạn lại có vẻ không vui ?",Chàng trai vàng Ngô Quý Đăng biết làm Toán từ 4 tuổi,GiaoDuc,1,0,0.0
"Nếu theo thang điểm, tôi xin lỗi Ông:Nói tôi chấm 9Làm tôi chấm 2.",Bartomeu: 'Tôi không thể để Messi ra đi',TheThao,0,1,0.5477002000223045
Quá nặng.,Án mạng khi khước từ quan hệ tình dục đồng tính,PhapLuat,0,1,0.6226761880755055
Toàn vạch đứt thì làm gì có lỗi sai làn,Cách phân biệt lỗi sai làn và không tuân thủ vạch kẻ đường,OtoXemay,1,0,0.0
Có cần thiết phải to và hoành tráng như vậy không? Xây xong bỏ phí chứ dùng gì đến.,An Giang xây nhà hát 215 tỷ đồng,ThoiSu,1,0,0.30078321803317
Chả hiểu nghe ở đâu. Vợ tôi bầu mà ăn linh tinh là tôi k thích rồi.,Bé trai xanh tím người vì ngộ độc nghi do củ dền,SucKhoe,0,1,0.5996433375106495
"nhìn cũng đẹp đi , nhưng nhìn từ trên xuống dưới ngay góc chữ D nhìn chán hết muốn nói",Aznom Palladium - siêu xe limousine sắp ra mắt,OtoXemay,0,1,0.5093075093318598
quá khúng khiếp.,A380 - Siêu máy bay thất sủng của Airbus,KinhDoanh,0,1,1.0
"Ở nam có Sướng, bắc có Phát - toàn đại za xăng dầu. Cuộc đời ngắn ngủi đôi khi Sướng một Phát rồi .... mặc đồ Juventus nhé",Đại gia xăng dầu vừa bị bắt đứng sau hàng chục doanh nghiệp,KinhDoanh,1,0,0.0
"Chiều Xuân rất đẹp, còn Hồng Nhung tôi không thể nhận ra !",Các mỹ nhân Việt ở tuổi 50,GiaiTri,1,0,0.16075577864878648
"Bất tài ,gian lận thương mại đã quá rõ ,đề nghị xử phạt nặng góp phần ổn định thị trường ,bảo vệ doanh nghiệp chân chính và người tiêu dùng.",Bia Saigon của Sabeco bị làm 'nhái' như thế nào?,KinhDoanh,1,0,0.0
Cần xử lý thật nghiêm tội bạo hành trẻ em để không còn xảy ra tình trạng đau lòng này nữa.,Bé trai 4 năm sống trong đòn roi của bố,PhapLuat,0,1,0.5149148465456787
Và cuối cùng chứng minh nói một đường làm một nẻo là thế,Harry - Meghan tham gia chương trình thực tế trên Netflix,TheGioi,1,0,0.0
Không hiểu thế nào mà mua cái loại đó mà ăn được,7 người ngộ độc pate Minh Chay phải thở máy,SucKhoe,1,0,0.4226009852711927
"Giờ thấy lo quá, người dân chỗ nào cũng tụ tập rượu bia... các kiểu. Có lây nhiễm là toang luôn.",Bản đồ Covid-19 trên thế giới,TheGioi,0,1,0.6709163147021395
Lấy than tre ở đâu không biết nhưng chắc không phải nhật.,Cơn sốt thực phẩm đen,KinhDoanh,1,0,0.0
Nhìn mặt đã thấy GHÊ Rồi,Bạo hành bạn gái cũ khi níu tình bất thành,PhapLuat,1,0,0.44971069909081185
"Đọc thông số kỹ thuật bản Deluxe xong chán luôn cụ ạ. Cắt bớt option thì cũng vừa phải thôi chứ. Bản Luxury mà cũng chỉ 2 túi khí. Nản nuôn.Đúng như cái tên Lux có khác,nghe hơi lác lác",Chọn Kona 2.0 đặc biệt hay Seltos Luxury?,OtoXemay,0,1,0.667931316569786
"A Bo hiền lành, tính tình điềm đạm, nhã nhặn lịch sự, lại rất đẹp trai dễ thương, ai gặp anh ngoài đời sẽ rất quý mến!",Đan Trường: 'Tình khúc vàng chinh phục fan gần 20 năm',GiaiTri,0,1,0.5523296645044184
"Án mạng rồi thì có chạy đàng trời, mau tự thú cho nhẹ tội.",Bị chém chết sau một km tháo chạy,PhapLuat,0,1,0.5496438757479891
Mô phật. Không phải người nữa rồi. a di đà phật.,5 cháu bé bị mẹ và cậu chăn dắt ăn xin,PhapLuat,0,1,0.7428309529592076
"Thôi xong, nợ càng chồng chất rồi.",Barca có thể chung bảng Bayern ở Champions League,TheThao,1,0,0.240724815477233
"Đài báo, tivi phải đồng lọat đưa tin, chính quyền các địa phuong phải thông trên loa phường mới đến tai người dân được. Thật đáng tiếc",Ba người Quảng Nam ngộ độc sau ăn pate Minh Chay,SucKhoe,0,1,0.5579247091610823
"Tội nặng nhất là gieo vào đầu đứa bé tính trộm cắp, tuổi thơ trong sáng của bé đã bị bà cô nghiện ngập làm vẫn đục.",Bé trai lấy túi tiền của bà bán tạp hóa,PhapLuat,0,1,1.0
"Bale là 1 cầu thủ giỏi nhưng ít cố gắng luyện tập và thi đấu không biết phối sức nên chấn thương nhiều.Nói cho cùng thì Real là 1 tập thể mạnh với Cr7 trong đội hình thì Bale vẫn chỉ là 1 cầu thủ giỏi thôi!Trên đời này để dự bị cho Cr7 chỉ có 3 người xứng đáng: Neymar và Messi,Pele và Maradona thì kém 1 bậc so với Cr7 nhưng trên vạn người,zizo,Ro béo xếp thứ 3...",Barnett: 'Real nên hôn lên sàn nhà nơi Bale đi qua',TheThao,0,1,0.5665427763183774
"Mắc bệnh vì chủ quan, bây giờ được gọi là chiến binh nữa cơ. Gia đình này hài hước thật.",Các con Trump gọi bố là 'chiến binh',TheGioi,1,0,0.24876889118399834
Chung thân mà mới 10 năm 5 tháng đã ra tù,80 tiếng bị chôn sống của con gái nhà triệu phú,PhapLuat,0,1,0.5699420250065841
nghệ sĩ Trần Phương và nghệ sĩ Trà Giang trong phim Chị Tư Hậu rất ấn tượng. Tôi rất thích xem phim này.,A Phủ' Trần Phương trong ký ức người thân,GiaiTri,0,1,0.5733902531194509
Biden mà lên thì Mỹ sẽ tiếp tục suy tàn. Thật buồn.,Biden chúc Trump sớm khỏe,TheGioi,1,0,0.0
Hồi mới nổi kiu ông hãy suy xét kỹ mọi điều thì ông cãi lại + ương bướng quyết theo con đường của ông. Giờ thì ông than.. Thật ra ông muốn sao..!?,Ca khúc mới của Hoài Lâm gây chú ý,GiaiTri,1,0,0.4488216105379663
"Điểm thi IELTS của bạn cao thật, xin chúc mừng. Nhưng thi đi thi lại tới 20 lần để làm gì vậy?",Chàng trai Việt duy nhất bốn lần đạt 9.0 IELTS,GiaoDuc,0,1,0.607380653490346
"Lúc trước thích Angelina Jolie lắm, nhưng từ sau những lùm xùm về vụ ly hôn thì không thích cô ấy nữa... Hết duyên rồi nên chia tay trong êm thắm, sao cứ muốn gây khó khăn cho Brad Pitt.?! Chỉ khổ & tội cho mấy đứa nhỏ thôi. :|",Angelina Jolie không được đổi thẩm phán vụ ly dị,GiaiTri,1,0,0.08139299837357321
"Vui nhất là khi đọc tới đoạn bố mẹ, ông bà nội ngoại tới đón về. Vậy là con ko bị bơ vơ giữa dòng đời này...",Bé bị bỏ rơi ở khe tường xuất viện,SucKhoe,0,1,0.6181294337170433
Một cái chết xứng đáng .,Án mạng từ cơn ghen của người đàn ông,PhapLuat,1,0,0.03431659473027673
"Kỳ lạ. Mẹ nuôi 39 tuổi, con nuôi 16 tuổi, dương tính ma túy, chưa có bằng lái, lái xe gây tai nạn đặc biệt nghiêm trọng, 30 tháng tù ?",Thanh niên 16 tuổi lái ôtô tông chết hai người,PhapLuat,0,1,0.5292183745629221
"Ủa rồi người đã nhẫn tâm vứt bỏ con mình có bị xử lý gì không?Này bé phước lớn còn được cứu, đẻ ra rồi bỏ mà cũng đưa lại cho nuôi được cũng chịu",Bé bị bỏ rơi ở khe tường xuất viện,SucKhoe,0,1,0.7270581865278524
"sao ko lấy lao mà đâm nó , để nó tấn công vậy lỡ chìm tàu thì sao ?rớt xuống nước là nó xé thịt ra ăn",Bầy cá voi sát thủ tấn công du thuyền dài 11 m,KhoaHoc,1,0,0.24096875936222123
"Mấy cháu thanh thiếu niên tha hương lập nghiệp, không lo làm ăn, tụ 5 tụ 7 bày đặt ăn nhậu , kết quả này chỉ là sớm hay muộn thôi ! ",Bị chém chết sau một km tháo chạy,PhapLuat,0,1,0.9210829405335216
"Bộ sách lớp một có tới 14 quyển. Tội mấy cháu quá, học suốt ngày. Lưng còng, mắt cận, hết cả tuổi thơ...","Chủ biên sách giáo khoa khuyên giáo viên, phụ huynh 'không áp lực'",GiaoDuc,0,1,0.5036148008078808
Nhân đạo nhất với 2 người này là nên cách ly ra khỏi xh vĩnh viễn. ,5 cháu bé bị mẹ và cậu chăn dắt ăn xin,PhapLuat,1,0,0.45457604902711135
"Ngay cả các chuyên gia y tế trong ban đặc trách phòng chống dịch của WH cũng nói mọi người nên tự cách ly hai tuần khi biết mình có tiếp xúc với người dương tính, dù mình vẫn đang xét nghiệm âm tính và không có triệu chứng. Nhà Trắng biết trợ lý Hope Hicks dương tính vào sáng thứ Năm, nhưng Trump vẫn bay đến New Jersey để dự một buổi gây quĩ ngay sau đó, và phía Biden hoàn toàn không được cho biết dù ông Biden có nguy cơ vì đứng tranh luận với Trump hôm thứ Ba. Mọi tin tức bắt đầu khi kênh Bloomberg loan báo, nếu không thì đến bây giờ chắc người dân Mỹ cũng không biết gì.",Biden chúc Trump sớm khỏe,TheGioi,1,0,0.0
Nên có giấy triệu tập. Ko đến cơ quan coi như trốn tránh trách nhiệm xử lý theo luật pháp. Người lớn đánh trẻ con thật sự rất hèn hạ.,Ba cô giáo bị dừng công tác vì không bảo vệ trẻ,GiaoDuc,1,0,0.20002795806078721
"Trời ơi, đừng có biến những thứ truyền thống thành thứ bình thường. Những thứ trên không thể gọi là bánh trung thu, chỉ là bánh ngọt ăn trong mùa thu thôi nhé, không có chút màu sắc gì giống bánh trung thu - dòng bánh nướng có màu đặc trưng dùng thưởng trà dưới trăng, phù hợp cho mọi lứa tuổi, màu ấm áp của tiệc quây quần đoàn viên. Lý do nhiều người mua dòng bánh mini này chỉ 1 chữ thôi RẺ, sợ mập, ăn chơi chia đông người cho dễ. Còn thực tế người coi trọng giá trị truyền thống hoặc mua biếu không ai mua bánh này.",Bánh trung thu tí hon hút khách,KinhDoanh,1,0,0.0
"Trong tiết học đã có thầy cô, có giáo án xét đi duyệt lại biết bao lần, kiến thức như vậy là đủ cho học sinh rồi, nhiều môn còn quá nặng là khác. Học sinh muốn tra cứu trên mạng thì về nhà mà làm, còn trong lớp thì tập trung vào mà học. Chẳng lẽ thày cô và giáo án không đủ cho kiến thức 1, 2 tiết học mà học sinh phải dùng mạng thay vào?",Chỉ nên cho học sinh THPT dùng điện thoại trong giờ học,GiaoDuc,0,1,1.0
"Không cần nói nhiều!, việc Messi đã đoạt 6 QBV, 6 giày vàng, lương cao nhất,..., mọi thứ đều bỏ xa 7 tạ đã khiến 7 tạ và fan của gã cay lắm, nay Messi ở lại và được Barca đối đãi như ông hoàng thì họ lại còn ghen tức và cay đắng dài dài, hi hi!.",20 năm Lionel Messi gắn bó với Barca,TheThao,1,0,0.10392242493942319
30 tháng tù vì gây tai nạn chết 2 người trong tình trạng sử dụng ma tuý! Liệu có đủ tính răn đe?,Thanh niên 16 tuổi lái ôtô tông chết hai người,PhapLuat,1,0,0.04109869638755136
"Nhìn 2 bộ mắt này sát nhân quá, xử thật nghiêm cho nó chừa",5 cháu bé bị mẹ và cậu chăn dắt ăn xin,PhapLuat,1,0,0.18627809341832
"Cái này là truy sát đến cùng rồi, lại không hề có mâu thuẫn từ trước. Nhiều tình tiết tăng nặng lắm, tội nặng lắm.Tất cả chỉ để thõa mãn bản ngã lúc chém giết, chẳng biết sau ngày ngồi biệt giam chơ ngày thi hành án có cảm thấy đáng không.Đáng thương gia đình bị hại,Khổ gia đình các bị cáo, lại ra tòa khóc lóc xin cho con cái- ""thường ngày cháu ngoan lắm"".",Bị chém chết sau một km tháo chạy,PhapLuat,1,0,0.0
"Cô này chẳng đẹp, chẳng sangLàm sao dám sánh ngang bằng Việt tôi!!!",Bạn gái Cristiano Ronaldo chuộng đồ hiệu xa xỉ,GiaiTri,1,0,0.4002695924147134
Khi nhận vé đặc cách tuyên bố hùng hồn lắm mà sao lại out sớm thế Murray?,Anh quốc thảm bại ở ngày đầu Roland Garros,TheThao,1,0,0.0015803321077865543
Nếu trả về tự nhiên thì ai sẽ nuôi những cần thủ đây . Trong khi con cá đã quá già rồi . Ai cũng có giới hạn thôi đừng miễn cưỡng dù nó có qgiữ uý hiếm tới mấy trừ khi nó là vật vô tri thì còn được .,Bắt được cá trắm đen nặng 35 kg,ThoiSu,0,1,0.6184052754511562
Má ơi con vi khuẩn gì mà nguy hiểm quá vậy. Bán đồ chay mà ko có tâm gì hết.,7 người ngộ độc pate Minh Chay phải thở máy,SucKhoe,1,0,0.34274738810370264
Trời ơi... Ngày đầu tiên đi học cũng là ngày đầu tiên các con đi mãi không về. Cầu mong các con được siêu thoát về với tổ tiên. Đề nghị tất cả các trường học trên cả nước hãy kiểm tra kỹ lưỡng cơ sở vật chất để các em học tập được an toàn.,"Cổng trường sập, đè chết ba học sinh",GiaoDuc,1,0,0.0
Thật biết lợi dụng người tiêu dùng. Hy vọng là khách hàng không mù quáng mua cho họ,Bottega Veneta bán túi giấy nghìn USD,GiaiTri,1,0,0.06695709559223473
Ủng hộ ngài Trump. Còn ông binden nay nói gì là việc của ông.,Biden gọi màn tranh luận của Trump là 'nỗi hổ thẹn quốc gia',TheGioi,1,0,0.0
"tạo hình Darkseid xấu quá, nhìn gầy gò thế nào ấy, giống quân sai vặt hơn là boss. Tuy hung dữ nhưng thiếu khí chất bá vương như Thanos. Trong phim hoạt hình và truyện tranh Darkseid nhìn ngầu hơn nhiều.",Bản đặc biệt 'Justice League' tung trailer đầu tiên,GiaiTri,1,0,0.35962209640801024
"Bà tạo dáng đúng cho tháng 10 luôn ấy, mùa của lễ hội Halloween.",Bà lão 67 tuổi tay không hạ gục gã hàng xóm,PhapLuat,1,0,0.2897906614927954
Sao có loại người bố ác độc thế? Cần xử nghiêm tên  này,Bé trai 4 năm sống trong đòn roi của bố,PhapLuat,1,0,0.389644917128121
Chó và rắn đều không phải là thức ăn! Nhắn nhủ đến 1 số người cái gì cũng muốn bỏ vào miệng!,Chó đỡ nhát cắn của rắn đuôi chuông thay chủ,KhoaHoc,1,0,0.0031940490348480732
"Bám tới tận 20 năm cơ nhỉ,Nếu không phải Si ăn ké thời kỳ hoàng kim của tuyển Tây Ban Nha với nòng cốt là các cầu thủ Bà Xã thì làm gì có được 6 bóng vàng.Cule đem số lượng quả bóng vàng ra so sánh nhiều bóng vàng hơn là xuất sắc hơn nhưng tôi chưa thấy ai đánh giá Modric xuất sắc hay giỏi hơn những Xavi, Inesta, Ibrahimovic..Nếu đánh giá việc lương cao hơn để nói ai đó xuất sắc hơn thì tôi cũng thua cule rồi, mấy cầu thủ như Hulk, Paulinho...đá bên Tàu lương cao hơn nhiều cầu thủ ở các giải Châu Âu.Cule bảo Si trung thành và yêu Bà Xã nhưng Si chỉ ở lại để bám đúng hơn, tại sao khi Bà Xã trong thời kỳ đỉnh cao với nhiều cầu thủ xuất sắc xung quanh thì Si không rời đi mà phải đợi đến khi câu lạc bộ trắng tay và thua thảm 2_8 anh ta lại nằng nặc đòi bỏ đi.Nói gì ở Bà Xã, trên tuyển cũng thế, cứ hễ thua là bỏ tuyển.",20 năm Lionel Messi gắn bó với Barca,TheThao,1,0,0.0
"Sau bao năm gánh tạ ở Dê Ân, cuối cùng a cũng đc nghỉ ngơi trở về EPL đá bóng vs niềm đam mê, mặc dù cục tạ đã nhẹ đi nhiều sau 2 mùa gần đây.",Bale trở về Tottenham,TheThao,0,1,0.6376584521822719
Giọng ca thế này thì nghệ sĩ trẻ còn phải luyện lâu lắm lắm mới mong bén gót bà.,Bạch Tuyết hát vọng cổ 'Hoa nở không màu',GiaiTri,0,1,0.5295646278981198
"Có một điều hết sức quan trọng mà các nhà quản lý giáo dục có lẽ đã bỏ quên, đó là trong một tiết học, ngoài việc truyền đạt kiến thức sách vở, người giáo viên còn cần phải có thời gian để uốn nắn hành vi đối với các em học sinh. Với lượng kiến thức nặng nề và áp lực thành tích như hiện nay thì hiện tượng học sinh hư hỏng nhiều và bạo lực học đường là điều hiển nhiên sẽ xảy ra không dưới hình thức này thì cũng dưới hình thức khác",Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,1,0,0.11518434857202645
Cảm giác như gặp công chúa Annabelle phiên bản mắt bé.,Á hậu Miss Grand Thailand diễn bikini kiểu 'lốc xoáy',GiaiTri,1,0,0.0
"Mọi người đều khen họa sĩ vẽ đẹp nhưng thật sự, mình không thấy hài lòng chút nào ở các tranh vẽ hai ca sĩ Ngọc Lan và Khánh Ly. Những nghệ sĩ khác mình không quan tâm nhiều nên không có ý kiến. Riêng mình thần tượng hai ca sĩ Ngọc Lan và Khánh Ly nên đã xem và lưu giữ ảnh của hai ca sĩ rất nhiều. Thế nhưng nhìn vào các bức vẽ Ngọc Lan và Khánh Ly, mình không nhận ra được, chỉ hao hao giống khoảng 40% mà thôi, đồng thời cũng chưa khắc họa được thần thái riêng của hai ca sĩ.",Chân dung văn nghệ sĩ một thời,GiaiTri,1,0,0.3664674809332561
"Quy đinh cho học sinh sử dụng điện thoai di động sẽ bị phá sản vì đại đa số phụ huynh học sinh không đồng thuận . học sinh mang điện thoai di động vào trường lớp sẽ xảy ra nhiều hệ lụy : Mang ra khoe khoang đẵng cấp chức năng với nhau tạo tánh đố kỵ ,học sinh nghèo thì tiền đâu mua ĐTDĐ ?. Thầy cô đâu có khả năng quan sát và theo dõi các em học sinh đang học hay chơi game ? sẽ xảy ra tình trạng hư hỏng và mất cắp . . . nói chung là bất khả thi .",Chỉ nên cho học sinh THPT dùng điện thoại trong giờ học,GiaoDuc,0,1,0.5156405026523557
"Còn người là được. Tiền mất bao nhiêu không quan trọng, bắt người đền là được.",Khoảnh khắc F-35B Mỹ lao xuống đất nổ tung,TheGioi,0,1,0.5810791306402082
"Rơi súng không có nghĩa là hết nguy hiểm ,11 năm tù quá nặng.",Án mạng từ cơn ghen của người đàn ông,PhapLuat,1,0,0.4184943129049612
"Dao Fati lại ăn mừng theo phong cách CR7, chắc là chán không muốn đá nữa rồi",Barca thắng đậm dù Messi tịt ngòi,TheThao,0,1,0.5878298896020504
"Đây là hình thức kỷ luật phản giáo dục. 1 tuần nghỉ học liệu các học sinh đó có theo kịp chương trình. Đi học không hiểu bài càng khiến các em chán nản, bỏ bê học hành và lao vào các thói hư, tật xấu khác. Hình thức kỷ luật này không làm cho các em tốt lên mà còn làm cho các em thêm chán nản và coi thường việc học hành, coi thường kỷ luật",Ba nữ sinh bị đình chỉ học vì đánh nhau,GiaoDuc,1,0,0.4173735442880292
"Cơ bản nhất là vệ sinh từ khâu chăn nuôi và đặc biệt là giết mổ. Kinh khủng nhất là lấy tiết ở khu giết mổ tập trung. Nước dịch, nước phân bám vào lông, vào da lợn sau đó theo tiết chảy vào thau. Các bạn thử tưởng tượng xem.",Ẩn họa trong món tiết canh lợn,SucKhoe,0,1,0.8515539898575102
"Dụng cụ của bạn hơi ""gồ ghề"", khó nhọc cho phụ nữ. Nếu bạn yêu thích và chú tâm về phong cảnh ... bạn nên học hỏi và giới hạn trang bị trong phạm vi này. Nếu chưa phải ""pro"", bán hình phong cảnh để sống, 'ENJOY"" LÀ CHÍNH, thì bạn nên tìm những hiệu máy gọnnhẹ hơn. Kỹ thuật, đâm mê, góc nhìn và tâm hồn quan trọng hơn dụng cụ.",Chiều Xuân mê chụp ảnh bình minh,GiaiTri,1,0,0.0
Ôi 1 tin không tốt! nhưng ông Trump sẽ vượt qua được!,Cử tri Mỹ gốc Việt 'phát khóc' khi nghe tin Trump nhiễm nCoV,TheGioi,0,1,0.5266992833385786
Nút quan trọng nhất là nút An Phú thì không làm!,7 nút giao thông quan trọng ở cửa ngõ TP HCM,ThoiSu,1,0,0.0
Fati lúc tối lập hattrick hả mọi người :-/,Messi và Fati giúp Barca đại thắng trận ra quân La Liga,TheThao,0,1,1.0
Cha gì cái hạng này.,Bé trai 4 năm sống trong đòn roi của bố,PhapLuat,1,0,0.08763409183668458
"Fan M28 chuẩn bị qua kia chê 7 hôi pen, còn bên này thì khen pen của 28 là thơm dù bàn thắng vô thưởng vô phạt. Ku em Fati đá quá hay 1 mình gánh team. Trận đấu chỉ cần 19 phút là kết quả thắng thua đã rõ, chẳng cần ai kia phải thơm pen của đồng đội =)))",Messi và Fati giúp Barca đại thắng trận ra quân La Liga,TheThao,1,0,0.39778783507958504
Mình mặc dù không thích các kỳ thi Toán quốc tế nhưng phải nói thật khá ngưỡng mộ em. Hy vọng em lớn lên sẽ thành công ,Chàng trai vàng Ngô Quý Đăng biết làm Toán từ 4 tuổi,GiaoDuc,0,1,0.5928501430348069
"Khổ thân các fan messi quá, bài nào cũng lôi ro vào đc. Dù chẳng liên quan gì. Điều đó chứng tỏ ido của các bạn thấp kém quá, thấp kém quá. Các bạn làm như vậy càng làm nhiều người coi thường messi của các bạn hơn mà thôi.",20 năm Lionel Messi gắn bó với Barca,TheThao,1,0,0.4267859916926642
"Tôi xem ""Ròm"" tôi chả hiểu tác giả định nói gì. Lúc kết thúc phim, tôi thấy quá hụt hẫng. Tôi cảm thấy tiếc số tiền và thời gian đã bỏ ra. Thật. Tôi ko cảm nhận được cái giá trị gì từ bộ phim.Chắc là tôi ko đủ sâu sắc để hiểu. Chấp nhận vậy.",Đạo diễn phim Ròm: 'Tôi sợ lời tung hô',GiaiTri,1,0,0.17922461859386887
"Trẻ em phải được vui chơi chạy nhảy, tại sao phải bắt trẻ em mới lớp 1 mà phải đọc giỏi, viết giỏi. Đề nghị phải thay đổi cải cách lại để trẻ vừa học vừa chơi chứ đi học xong về nhà ba mẹ kèm bài vở như tra tấn nhau vậy thì đứa trẻ nào muốn đi học nữa. Xin thua...",Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,1,0,0.3171016895484965
Làm vậy mà không thấy làm vậy là rất tàn nhẫn với bác chủ tiệm sao????,Bé trai lấy túi tiền của bà bán tạp hóa,PhapLuat,1,0,0.36405895908690045
"Cải cách giáo dục, dạy bơi mẫu giáo là thiết yếu",5 trẻ chết đuối dưới ao,ThoiSu,0,1,0.5977277557796541
"Tôi không đồng ý với bản án này,quá nhẹ.",Thanh niên 16 tuổi lái ôtô tông chết hai người,PhapLuat,0,1,0.7107881737492657
